場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,1日目成績,2日目成績,3日目成績,4日目成績,5日目成績,6日目成績,支部,出身,年齢,締切時刻,節名,企画名,日目
徳山,18,20260718,2R,4,3385,A2,渡邉　　睦広,0,0,0.16,5.59,39.81,57.41,6.50,54.55,63.64,60,30.91,54.55,17,30.12,45.78,10R/4/.16/2,3R/1/.12/2 9R/2/.12/3,8R/6/.09/4 12R/4/.16/4,,,,東京,神奈川,57,09:12,日本モーターボート選手会会長賞,狙いトク特選,４日目
徳山,18,20260718,2R,5,3838,B1,伊藤　　啓三,0,0,0.16,5.35,30.95,55.95,5.50,30.00,56.67,57,18.37,32.65,54,39.02,58.54,5R/2/.12/2 11R/6/.12/6,8R/3/.12/3,1R/4/.09/4 10R/1/.18/3,,,,埼玉,埼玉,51,09:12,日本モーターボート選手会会長賞,狙いトク特選,４日目
徳山,18,20260718,2R,6,3233,B1,小畑　　実成,1,0,0.16,4.39,22.73,36.36,4.25,25.00,37.50,59,33.33,50.00,42,28.82,45.88,4R/3/.12/1,2R/4/.08/1 8R/2/.18/4,7R/1/.16/2,,,,岡山,岡山,59,09:12,日本モーターボート選手会会長賞,狙いトク特選,４日目
徳山,18,20260718,3R,1,4066,A2,東本　　勝利,0,0,0.18,6.13,39.62,66.04,5.70,30.00,60.00,30,37.68,53.62,51,31.36,47.34,7R/6/.11/3 12R/3/.16/2,4R/2/.17/5 8R/5/.14/2,5R/1/.17/1,,,,三重,三重,46,09:38,日本モーターボート選手会会長賞,決めトク特賞,４日目
徳山,18,20260718,3R,2,5328,B1,井上　　慧人,0,0,0.19,4.06,15.58,35.06,2.03,5.26,7.89,20,40.00,50.91,12,36.09,49.70,11R/3/.13/2,3R/2/.15/6 7R/5/.22/6,10R/4/.21/5,,,,福岡,福岡,22,09:38,日本モーターボート選手会会長賞,決めトク特賞,４日目
徳山,18,20260718,3R,3,4274,B1,長畑　　友輔,0,0,0.16,4.53,24.47,41.49,3.83,16.67,33.33,35,36.92,50.77,43,28.24,42.94,7R/1/.13/1,5R/2/.17/2 10R/4/.17/5,2R/6/.19/6 10R/2/.16/1,,,,東京,東京,43,09:38,日本モーターボート選手会会長賞,決めトク特賞,４日目
徳山,18,20260718,3R,4,4890,A2,石川　　　諒,0,0,0.14,5.91,37.93,63.22,5.44,38.46,55.77,54,28.33,50.00,32,31.29,50.92,4R/2/.08/3 11R/1/.08/1,10R/6/.27/4,6R/3/.05/5,,,,山口,山口,37,09:38,日本モーターボート選手会会長賞,決めトク特賞,４日目
徳山,18,20260718,3R,5,4278,A1,藤岡　　俊介,0,0,0.13,7.02,56.91,69.11,5.69,42.31,53.85,48,32.26,51.61,31,31.95,49.70,10R/3/.11/3,4R/1/.11/2 12R/4/.15/6,7R/2/.16/1 12R/6/.15/5,,,,兵庫,兵庫,43,09:38,日本モーターボート選手会会長賞,決めトク特賞,４日目
徳山,18,20260718,3R,6,5463,B2,出口　　飛龍,0,0,,1.05,0.00,0.00,0.00,0.00,0.00,28,26.23,40.98,25,29.52,42.77,6R/6/.25/6,5R/6/.22/6,7R/6/.21/6 11R/6/.05/5,,,,大阪,和歌山,19,09:38,日本モーターボート選手会会長賞,決めトク特賞,４日目
徳山,18,20260718,4R,1,4144,A2,石塚　　久也,0,0,0.18,6.50,45.37,69.44,6.27,46.94,67.35,47,35.82,49.25,28,25.75,48.50,8R/3/.18/2,5R/1/.16/1 12R/5/.16/5,4R/2/.16/3 10R/5/.21/4,,,,埼玉,埼玉,44,10:04,日本モーターボート選手会会長賞,ガチトク予選,４日目
徳山,18,20260718,4R,2,4019,A1,笠原　　　亮,0,0,0.17,7.00,52.54,65.25,6.75,37.50,75.00,32,21.88,40.63,37,33.14,49.70,3R/4/.14/2 12R/1/.16/1,9R/5/.18/2,2R/5/.22/5 8R/3/.08/3,,,,静岡,静岡,46,10:04,日本モーターボート選手会会長賞,ガチトク予選,４日目
徳山,18,20260718,4R,3,4047,B1,吉永　　浩則,1,0,0.18,3.87,20.00,34.67,4.57,22.86,40.00,29,34.38,54.69,52,28.22,43.56,3R/2/.14/4,1R/4/.24/4 6R/6/.23/6,5R/3/.12/5,,,,大阪,大阪,46,10:04,日本モーターボート選手会会長賞,ガチトク予選,４日目
徳山,18,20260718,4R,4,5393,B2,藤原　　　駿,0,0,0.23,1.51,0.00,1.25,1.32,0.00,0.00,24,30.00,51.67,35,33.33,49.09,4R/6/.29/6 10R/5/.15/5,8R/6/.15/6,9R/6/.08/6,,,,大阪,奈良,25,10:04,日本モーターボート選手会会長賞,ガチトク予選,４日目
徳山,18,20260718,4R,5,4423,B1,坂口　　貴彦,0,0,0.17,5.99,40.20,61.76,4.54,25.00,42.86,55,41.27,53.97,21,24.24,38.18,2R/4/.16/6 8R/1/.09/1,4R/6/.15/4,1R/3/.13/3 8R/2/.08/5,,,,岡山,岡山,37,10:04,日本モーターボート選手会会長賞,ガチトク予選,４日目
徳山,18,20260718,4R,6,4693,B1,松下　　誉士,0,0,0.19,4.10,22.33,33.98,4.17,11.11,33.33,36,36.23,63.77,16,44.85,58.79,1R/3/.31/4 9R/6/.21/4,8R/1/.19/1,5R/2/.19/6 12R/5/.13/6,,,,福岡,福岡,42,10:04,日本モーターボート選手会会長賞,ガチトク予選,４日目
徳山,18,20260718,5R,1,4303,B1,牧原　　　崇,0,0,0.18,4.87,23.68,51.32,4.71,17.65,41.18,41,34.85,57.58,40,41.72,52.15,2R/2/.18/2 7R/5/.17/6,7R/3/.14/5,1R/6/.18/5 11R/3/.03/2,,,,愛知,愛知,43,10:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,5R,2,5023,A2,久永　　祥平,0,0,0.16,5.88,35.00,61.25,6.80,40.00,100.00,21,24.44,44.44,47,34.71,58.24,3R/1/.15/6 9R/4/.27/5,5R/3/.12/5,5R/4/.11/2 11R/2/.05/3,,,,東京,神奈川,31,10:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,5R,3,3350,B1,藤本　　佳史,0,0,0.17,4.84,30.21,44.79,5.49,33.33,54.76,45,23.53,37.25,60,23.81,42.26,1R/2/.21/3 8R/4/.13/5,6R/1/.14/1,4R/5/.16/6 12R/3/.10/2,,,,山口,山口,58,10:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,5R,4,5364,B1,金子　　怜央,0,0,0.17,2.60,4.49,13.48,0.00,0.00,0.00,43,18.33,36.67,41,36.63,56.40,8R/6/.09/6,4R/4/.12/6 10R/5/.19/6,3R/4/.18/5,,,,群馬,群馬,26,10:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,5R,5,3742,B1,宮地　　秀祈,0,0,0.18,4.90,29.11,40.51,4.62,23.08,53.85,39,31.67,43.33,39,31.18,48.24,4R/5/.20/5,4R/3/.12/1 9R/1/.13/1,2R/2/.22/2,,,,福岡,福岡,52,10:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,5R,6,4852,A1,川原　　祐明,0,0,0.15,7.38,57.14,78.20,5.92,33.33,62.50,23,31.15,44.26,61,24.85,43.79,4R/1/.18/2 12R/5/.15/5,7R/2/.11/1,6R/4/.06/4 12R/1/.17/1,,,,香川,愛媛,31,10:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,6R,1,3928,B1,林　　　恵祐,0,0,0.18,3.81,16.48,31.87,2.96,11.11,14.81,53,44.78,59.70,14,36.14,53.61,8R/2/.21/4,5R/4/.15/3 9R/4/.18/6,3R/5/.19/6,1R/2/.19/5,,,福岡,福岡,50,10:59,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,6R,2,5407,B1,中岡　　　駿,0,0,0.19,2.31,4.60,11.49,1.54,7.69,7.69,38,25.00,33.33,68,44.31,59.28,1R/6/.22/6 7R/4/.08/5,3R/5/.09/4,4R/3/.13/2 8R/5/.14/2,,,,香川,香川,21,10:59,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,6R,3,4287,A2,今井　　貴士,0,0,0.17,6.47,44.57,68.48,6.15,33.33,51.28,51,23.73,42.37,23,33.73,60.24,6R/2/.13/4 12R/6/.15/6,5R/5/.15/4,1R/1/.19/1 9R/3/.12/4,,,,福岡,福岡,41,10:59,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,6R,4,3489,A2,大場　　　敏,0,0,0.16,5.76,39.52,56.45,6.30,50.00,70.00,46,40.00,49.23,33,32.10,44.44,5R/3/.10/4,7R/4/.17/3 12R/2/.13/1,2R/1/.19/1 11R/4/.01/4,,,,静岡,静岡,59,10:59,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,6R,5,5453,B2,久保　　翔耶,0,0,,1.94,5.71,8.57,0.00,0.00,0.00,52,29.51,49.18,63,31.71,53.66,5R/6/.05/6,1R/6/.26/6 9R/6/.14/5,5R/6/.08/4 10R/6/.19/6,,,,香川,香川,20,10:59,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,6R,6,3439,A1,大平　誉史明,0,0,0.16,6.00,43.40,59.43,0.00,0.00,0.00,34,27.94,51.47,22,35.76,55.76,8R/5/.11/3 12R/2/.16/4,2R/1/.23/3 11R/4/.13/6,3R/1/.13/2 10R/3/.16/2,,,,大阪,大阪,56,10:59,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,7R,1,5328,B1,井上　　慧人,0,0,0.19,4.06,15.58,35.06,2.03,5.26,7.89,20,40.00,50.91,12,36.09,49.70,11R/3/.13/2,3R/2/.15/6 7R/5/.22/6,10R/4/.21/5,3R/2/.14/3,,,福岡,福岡,22,11:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,7R,2,4446,A1,和田　　兼輔,1,0,0.13,6.92,50.98,68.63,7.29,62.50,79.17,22,26.79,42.86,26,29.09,43.03,5R/1/.15/1 12R/4/.12/3,6R/4/.11/5 10R/3/.09/2,4R/1/.08/1,,,,兵庫,兵庫,39,11:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,7R,3,3904,B1,森　　　貴洋,0,0,0.18,4.88,32.43,48.65,6.29,47.62,66.67,49,28.57,39.29,36,34.16,54.66,1R/4/.21/2 11R/2/.13/3,7R/1/.15/2,2R/3/.21/3 9R/5/.21/5,,,,大阪,大阪,49,11:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,7R,4,3841,A2,佐々木　和伸,0,0,0.16,6.19,44.64,65.18,0.00,0.00,0.00,56,34.62,57.69,58,34.16,55.90,3R/5/.15/5 7R/2/.13/2,3R/3/.11/3 11R/6/.16/5,9R/1/.06/1,2R/2/.15/2,,,徳島,徳島,50,11:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,7R,5,5172,B1,田村　　　慶,0,0,0.19,4.70,27.27,41.56,2.69,3.85,15.38,50,37.70,54.10,72,33.94,51.52,2R/6/.15/4 6R/3/.31/5,1R/2/.25/2,6R/1/.10/1,,,,徳島,徳島,25,11:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,7R,6,3352,B1,小川　　晃司,0,0,0.17,4.24,8.60,39.78,4.81,23.08,46.15,25,29.51,40.98,70,29.45,50.31,3R/6/.19/3,2R/6/.13/2 7R/6/.16/4,4R/6/.10/5,1R/6/.15/6,,,福岡,福岡,58,11:30,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,8R,1,4047,B1,吉永　　浩則,1,0,0.18,3.87,20.00,34.67,4.57,22.86,40.00,29,34.38,54.69,52,28.22,43.56,3R/2/.14/4,1R/4/.24/4 6R/6/.23/6,5R/3/.12/5,,,,大阪,大阪,46,12:04,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,8R,2,3966,A1,作間　　　章,0,0,0.17,6.70,46.55,68.97,6.81,52.38,80.95,44,37.70,59.02,71,26.35,43.11,2R/1/.21/3 11R/5/.14/5,8R/4/.19/5 12R/3/.21/4,9R/4/.06/2,1R/1/.24/4,,,東京,千葉,46,12:04,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,8R,3,4890,A2,石川　　　諒,0,0,0.14,5.91,37.93,63.22,5.44,38.46,55.77,54,28.33,50.00,32,31.29,50.92,4R/2/.08/3 11R/1/.08/1,10R/6/.27/4,6R/3/.05/5,3R/4/.07/2,,,山口,山口,37,12:04,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,8R,4,5434,B1,藤田　　康生,0,0,0.16,3.05,10.17,20.34,0.00,0.00,0.00,61,17.78,42.22,55,40.74,56.79,9R/5/.22/6,6R/5/.24/4 11R/5/.14/4,1R/5/.16/6 6R/6/.16/3,,,,静岡,静岡,21,12:04,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,8R,5,3233,B1,小畑　　実成,1,0,0.16,4.39,22.73,36.36,4.25,25.00,37.50,59,33.33,50.00,42,28.82,45.88,4R/3/.12/1,2R/4/.08/1 8R/2/.18/4,7R/1/.16/2,2R/6/.41/5,,,岡山,岡山,59,12:04,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,8R,6,4485,B1,楠原　　正剛,1,0,0.16,5.08,30.19,48.11,5.27,27.27,63.64,40,29.51,39.34,29,31.33,49.40,7R/3/.11/4,1R/5/.22/5 10R/1/.11/1,3R/2/.14/3,,,,福岡,福岡,40,12:04,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,9R,1,4278,A1,藤岡　　俊介,0,0,0.13,7.02,56.91,69.11,5.69,42.31,53.85,48,32.26,51.61,31,31.95,49.70,10R/3/.11/3,4R/1/.11/2 12R/4/.15/6,7R/2/.16/1 12R/6/.15/5,3R/5/.11/5,,,兵庫,兵庫,43,12:35,日本モーターボート選手会会長賞,推しトク特賞,４日目
徳山,18,20260718,9R,2,4010,B1,越智　　照浩,0,0,0.17,4.47,20.25,36.71,4.22,11.11,44.44,26,42.62,49.18,74,36.59,56.71,6R/4/.12/1,2R/2/.30/5 6R/3/.12/2,6R/5/.09/6 11R/1/.00/1,,,,香川,愛媛,46,12:35,日本モーターボート選手会会長賞,推しトク特賞,４日目
徳山,18,20260718,9R,3,3385,A2,渡邉　　睦広,0,0,0.16,5.59,39.81,57.41,6.50,54.55,63.64,60,30.91,54.55,17,30.12,45.78,10R/4/.16/2,3R/1/.12/2 9R/2/.12/3,8R/6/.09/4 12R/4/.16/4,2R/4/.14/6,,,東京,神奈川,57,12:35,日本モーターボート選手会会長賞,推しトク特賞,４日目
徳山,18,20260718,9R,4,4144,A2,石塚　　久也,0,0,0.18,6.50,45.37,69.44,6.27,46.94,67.35,47,35.82,49.25,28,25.75,48.50,8R/3/.18/2,5R/1/.16/1 12R/5/.16/5,4R/2/.16/3 10R/5/.21/4,,,,埼玉,埼玉,44,12:35,日本モーターボート選手会会長賞,推しトク特賞,４日目
徳山,18,20260718,9R,5,4041,B1,小林　　基樹,0,0,0.21,3.75,16.00,28.00,3.25,16.67,25.00,62,21.57,35.29,13,42.01,59.76,5R/4/.14/5 10R/2/.10/6,1R/3/.22/3,8R/1/.05/1,1R/5/.19/3,,,山口,山口,47,12:35,日本モーターボート選手会会長賞,推しトク特賞,４日目
徳山,18,20260718,9R,6,5364,B1,金子　　怜央,0,0,0.17,2.60,4.49,13.48,0.00,0.00,0.00,43,18.33,36.67,41,36.63,56.40,8R/6/.09/6,4R/4/.12/6 10R/5/.19/6,3R/4/.18/5,,,,群馬,群馬,26,12:35,日本モーターボート選手会会長賞,推しトク特賞,４日目
徳山,18,20260718,10R,1,4139,B1,丹下　　　健,0,0,0.19,4.08,22.78,37.97,3.92,15.38,46.15,37,18.97,36.21,57,36.31,50.60,3R/3/.11/1,3R/6/.15/5 10R/2/.12/3,7R/3/.20/3,1R/4/.13/2,,,愛知,愛知,45,13:06,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,10R,2,3489,A2,大場　　　敏,0,0,0.16,5.76,39.52,56.45,6.30,50.00,70.00,46,40.00,49.23,33,32.10,44.44,5R/3/.10/4,7R/4/.17/3 12R/2/.13/1,2R/1/.19/1 11R/4/.01/4,,,,静岡,静岡,59,13:06,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,10R,3,4852,A1,川原　　祐明,0,0,0.15,7.38,57.14,78.20,5.92,33.33,62.50,23,31.15,44.26,61,24.85,43.79,4R/1/.18/2 12R/5/.15/5,7R/2/.11/1,6R/4/.06/4 12R/1/.17/1,,,,香川,愛媛,31,13:06,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,10R,4,3747,A2,國崎　　良春,0,0,0.16,5.40,37.35,57.83,5.34,26.32,52.63,63,28.07,45.61,11,24.39,39.63,2R/3/.13/4 10R/6/.14/4,1R/1/.13/1 11R/2/.16/1,2R/4/.15/4 7R/4/.16/5,,,,福岡,福岡,51,13:06,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,10R,5,5393,B2,藤原　　　駿,0,0,0.23,1.51,0.00,1.25,1.32,0.00,0.00,24,30.00,51.67,35,33.33,49.09,4R/6/.29/6 10R/5/.15/5,8R/6/.15/6,9R/6/.08/6,,,,大阪,奈良,25,13:06,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,10R,6,4113,B1,木村　　浩士,0,0,0.18,4.62,22.62,40.48,3.88,12.50,31.25,31,32.14,55.36,64,36.09,49.70,1R/5/.21/5 10R/1/.18/1,11R/3/.21/3,6R/2/.13/2,2R/3/.16/3,,,群馬,群馬,45,13:06,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,11R,1,4287,A2,今井　　貴士,0,0,0.17,6.47,44.57,68.48,6.15,33.33,51.28,51,23.73,42.37,23,33.73,60.24,6R/2/.13/4 12R/6/.15/6,5R/5/.15/4,1R/1/.19/1 9R/3/.12/4,,,,福岡,福岡,41,13:38,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,11R,2,4427,A1,秦　　　英悟,0,0,0.14,6.72,48.72,60.68,7.52,61.90,76.19,27,41.67,52.08,50,37.65,59.41,2R/5/.17/1 9R/3/.18/3,3R/4/.10/1 12R/1/.13/2,5R/5/.07/3,2R/1/.11/1,,,大阪,大阪,40,13:38,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,11R,3,5172,B1,田村　　　慶,0,0,0.19,4.70,27.27,41.56,2.69,3.85,15.38,50,37.70,54.10,72,33.94,51.52,2R/6/.15/4 6R/3/.31/5,1R/2/.25/2,6R/1/.10/1,,,,徳島,徳島,25,13:38,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,11R,4,4486,A2,野村　　　誠,0,0,0.18,5.85,40.95,58.10,6.54,50.00,70.83,58,30.77,48.08,53,32.75,45.61,5R/5/.13/3 9R/1/.21/2,2R/3/.24/4 9R/3/.15/4,3R/6/.24/4 12R/2/.12/3,,,,群馬,群馬,40,13:38,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,11R,5,5463,B2,出口　　飛龍,0,0,,1.05,0.00,0.00,0.00,0.00,0.00,28,26.23,40.98,25,29.52,42.77,6R/6/.25/6,5R/6/.22/6,7R/6/.21/6 11R/6/.05/5,3R/6/.14/6,,,大阪,和歌山,19,13:38,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,11R,6,3742,B1,宮地　　秀祈,0,0,0.18,4.90,29.11,40.51,4.62,23.08,53.85,39,31.67,43.33,39,31.18,48.24,4R/5/.20/5,4R/3/.12/1 9R/1/.13/1,2R/2/.22/2,,,,福岡,福岡,52,13:38,日本モーターボート選手会会長賞,予選,４日目
徳山,18,20260718,12R,1,4019,A1,笠原　　　亮,0,0,0.17,7.00,52.54,65.25,6.75,37.50,75.00,32,21.88,40.63,37,33.14,49.70,3R/4/.14/2 12R/1/.16/1,9R/5/.18/2,2R/5/.22/5 8R/3/.08/3,,,,静岡,静岡,46,14:10,日本モーターボート選手会会長賞,すなっち特選,４日目
徳山,18,20260718,12R,2,4754,A2,松尾　　　充,0,0,0.15,6.31,42.64,58.14,6.00,45.45,54.55,42,30.36,41.07,62,39.02,53.66,1R/1/.16/1 6R/5/.19/3,6R/2/.13/3 12R/6/.22/3,3R/3/.14/1 8R/4/.11/6,,,,三重,三重,37,14:10,日本モーターボート選手会会長賞,すなっち特選,４日目
徳山,18,20260718,12R,3,3973,B1,崎　　　利仁,0,0,0.21,4.31,22.55,37.25,3.88,25.00,31.25,19,54.10,68.85,48,31.18,45.29,6R/1/.21/2 11R/4/.13/4,4R/5/.22/3,1R/2/.21/2 7R/5/.18/4,,,,群馬,栃木,49,14:10,日本モーターボート選手会会長賞,すなっち特選,４日目
徳山,18,20260718,12R,4,4485,B1,楠原　　正剛,1,0,0.16,5.08,30.19,48.11,5.27,27.27,63.64,40,29.51,39.34,29,31.33,49.40,7R/3/.11/4,1R/5/.22/5 10R/1/.11/1,3R/2/.14/3,,,,福岡,福岡,40,14:10,日本モーターボート選手会会長賞,すなっち特選,４日目
徳山,18,20260718,12R,5,4066,A2,東本　　勝利,0,0,0.18,6.13,39.62,66.04,5.70,30.00,60.00,30,37.68,53.62,51,31.36,47.34,7R/6/.11/3 12R/3/.16/2,4R/2/.17/5 8R/5/.14/2,5R/1/.17/1,3R/1/.14/1,,,三重,三重,46,14:10,日本モーターボート選手会会長賞,すなっち特選,４日目
徳山,18,20260718,12R,6,5023,A2,久永　　祥平,0,0,0.16,5.88,35.00,61.25,6.80,40.00,100.00,21,24.44,44.44,47,34.71,58.24,3R/1/.15/6 9R/4/.27/5,5R/3/.12/5,5R/4/.11/2 11R/2/.05/3,,,,東京,神奈川,31,14:10,日本モーターボート選手会会長賞,すなっち特選,４日目
若松,20,20260718,1R,1,4764,B1,小池　　礼乃,1,0,0.16,5.16,33.82,51.47,5.00,29.82,50.88,10,25.53,43.26,36,42.31,53.85,,,,,,,福岡,福岡,36,15:29,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,1R,2,3401,B1,上田　　隆章,0,0,0.22,4.28,22.83,38.04,4.86,25.00,44.44,2,35.25,45.32,51,40.91,50.00,,,,,,,香川,高知,58,15:29,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,1R,3,3882,B1,新田　　智彰,0,0,0.17,4.57,19.35,49.46,6.06,38.89,66.67,9,36.99,54.11,66,20.00,26.67,,,,,,,大阪,大阪,53,15:29,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,1R,4,5323,B2,香川　　陽太,0,0,0.18,4.55,25.77,42.27,6.00,40.00,80.00,51,48.06,62.79,63,28.00,36.00,,,,,,,滋賀,京都,23,15:29,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,1R,5,4992,B1,廣瀬　　篤哉,0,0,0.16,5.22,33.68,47.37,3.83,33.33,33.33,30,28.68,46.32,12,26.92,42.31,,,,,,,滋賀,京都,28,15:29,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,1R,6,5412,B2,久保田　凪紗,0,0,0.20,1.61,1.32,3.95,1.40,0.00,6.67,37,30.00,42.86,69,28.00,44.00,,,,,,,佐賀,福岡,20,15:29,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,2R,1,3933,B1,山地　　正樹,0,0,0.17,5.83,41.67,62.04,5.50,41.67,50.00,32,33.33,52.08,31,20.00,53.33,,,,,,,岡山,岡山,50,15:54,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,2R,2,4084,A1,杉山　　正樹,0,0,0.16,6.40,41.67,61.36,7.16,55.26,73.68,56,23.44,39.06,68,53.57,64.29,,,,,,,愛知,愛知,46,15:54,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,2R,3,3564,B1,桑原　　　啓,0,0,0.16,4.36,27.27,40.00,4.69,28.57,42.86,28,30.83,44.36,67,47.37,73.68,,,,,,,福岡,熊本,56,15:54,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,2R,4,4461,B1,安田　　吉宏,0,0,0.17,4.49,18.89,43.33,5.11,44.44,44.44,29,28.46,46.15,21,33.33,45.83,,,,,,,三重,岐阜,40,15:54,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,2R,5,4765,B1,野田部　宏子,1,0,0.13,4.51,23.53,41.18,5.56,36.54,57.69,54,29.41,46.32,39,35.29,47.06,,,,,,,福岡,福岡,36,15:54,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,2R,6,3968,A2,茶谷　　信次,0,0,0.18,5.21,27.38,52.38,0.00,0.00,0.00,55,17.74,38.71,18,13.04,30.43,,,,,,,滋賀,滋賀,50,15:54,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,3R,1,4111,A2,奥田　　　誠,0,0,0.16,5.63,41.05,58.95,4.19,16.67,44.44,15,36.50,54.74,54,45.00,60.00,,,,,,,広島,広島,46,16:22,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,3R,2,3581,B1,加木　　　郁,0,0,0.20,5.25,29.36,50.46,0.00,0.00,0.00,22,33.57,52.86,72,34.62,50.00,,,,,,,山口,山口,53,16:22,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,3R,3,5247,B1,大森　　　翼,0,0,0.18,4.77,23.58,48.11,4.09,18.75,40.63,6,36.99,51.37,49,25.00,50.00,,,,,,,兵庫,兵庫,24,16:22,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,3R,4,5380,B2,野田　　亜湖,0,0,0.28,1.24,0.00,0.00,0.00,0.00,0.00,8,31.94,52.08,42,13.04,30.43,,,,,,,徳島,徳島,21,16:22,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,3R,5,4586,A1,磯部　　　誠,0,0,0.13,7.07,43.93,60.75,7.12,52.94,52.94,49,48.84,68.99,53,28.00,60.00,,,,,,,愛知,愛知,35,16:22,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,3R,6,5394,B1,福西　広太郎,0,0,0.18,2.81,3.19,19.15,0.00,0.00,0.00,46,34.90,55.70,22,20.00,48.00,,,,,,,埼玉,静岡,24,16:22,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,4R,1,3800,A2,牧　　　宏次,0,0,0.16,5.90,39.13,59.42,4.90,30.00,50.00,62,26.15,40.77,33,37.50,68.75,,,,,,,東京,神奈川,52,16:52,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,4R,2,5307,B1,富永　夏哉人,0,0,0.19,4.29,24.27,37.86,4.47,26.67,33.33,44,30.41,47.97,47,37.50,45.83,,,,,,,佐賀,佐賀,22,16:52,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,4R,3,5314,B1,中曽　　瑠華,0,0,0.19,3.46,14.08,23.94,1.00,0.00,0.00,27,28.06,36.69,46,42.11,78.95,,,,,,,東京,千葉,25,16:52,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,4R,4,4344,A1,新田　　雄史,0,0,0.14,7.73,53.70,74.07,9.25,56.25,81.25,17,26.32,40.60,17,28.00,52.00,,,,,,,三重,三重,41,16:52,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
若松,20,20260718,4R,5,3989,B1,熊本　　英一,0,0,0.21,3.89,20.48,30.12,4.43,23.33,36.67,18,32.09,46.27,35,42.31,57.69,,,,,,,佐賀,佐賀,47,16:52,にっぽん未来プロジェクト競走ｉｎ若松,予選,初日
